;OPER_DATE;CREDIT_ACCOUNT_RK;DEBET_ACCOUNT_RK;CREDIT_AMOUNT;DEBET_AMOUNT
8039;2018-01-18;13683;13630;93049.43;18776.27
8040;2018-01-18;8736635;13630;33902.75;28048.08
8041;2018-01-18;11735819;13630;58141.51;41996.83
8042;2018-01-18;451932940;13630;28035.67;20670.56
8043;2018-01-18;13630;17436;15209.18;58344.9
8044;2018-01-18;311159924;13630;95381.72;17141.52
8045;2018-01-18;17436;13630;15017.72;91831
8046;2018-01-18;393808409;17436;31399.69;38625.27
8047;2018-01-18;409685020;13630;33540.85;11915.08
8048;2018-01-18;311161686;13630;64395.41;22992.5
8049;2018-01-18;451932940;13630;77532.24;3759.2
8050;2018-01-18;393806608;17436;193.61;1105.3
8051;2018-01-18;48182547;13630;86147.39;84345.53
8052;2018-01-18;17436;13630;51205.79;95921.49
8053;2018-01-18;17436;312741916;89521.4;32295.86
8054;2018-01-18;15698716;13630;66393.78;99917.5
8055;2018-01-18;393808409;17436;77131.05;91877.52
8056;2018-01-18;13630;17436;77566.02;93573.49
8057;2018-01-18;17436;17437;88035.33;41254.6
8058;2018-01-18;1761691;13630;79956.12;11445.11
8059;2018-01-18;393808409;17436;23523.61;37621.05
8060;2018-01-18;1761691;13630;69820.75;9842.12
8061;2018-01-18;393808409;17436;46383.03;7680.49
8062;2018-01-18;393808409;312741916;24698.4;66646
8063;2018-01-18;1761691;13630;79789.01;15786.49
8064;2018-01-18;92629528;13630;75502.28;90249.39
8065;2018-01-18;17436;312741916;52448.7;23949.28
8066;2018-01-18;409685020;13630;26256.12;79196.82
8067;2018-01-18;409685020;13630;3121.8;85108.54
8068;2018-01-18;37051;13630;23969.58;47662.91
8069;2018-01-18;41529;13630;74292.69;94429.44
8070;2018-01-18;1761691;13630;20588.06;92340.23
8071;2018-01-18;13630;30277;50222.42;72947.74
8072;2018-01-18;1761691;13630;10715.02;3053.05
8073;2018-01-18;451932940;13630;33085.6;11355.81
8074;2018-01-18;331483502;13630;50070.39;57064.47
8075;2018-01-18;37051;13630;49536.13;34216.16
8076;2018-01-18;393808409;312741916;32834.62;23915.28
8077;2018-01-18;409685020;13630;11439.69;24892
8078;2018-01-18;37051;13630;67751.29;65936.4
8079;2018-01-18;393808409;17436;132.02;26708.07
8080;2018-01-18;10006159;13630;86170.88;41970.1
8081;2018-01-18;1761691;13630;56245.13;92649.89
8082;2018-01-18;393808409;312741916;79114.32;80252.85
8083;2018-01-18;393808409;17436;76986.06;1535.59
8084;2018-01-18;311161119;13631;41236.41;62328.02
8085;2018-01-18;409685020;13630;35684.04;544.18
8086;2018-01-18;15698716;13630;3785.34;73746.03
8087;2018-01-18;409685020;13630;10568.79;80535.77
8088;2018-01-18;168169085;13630;12895.17;79468.63
8089;2018-01-18;1761691;13630;19036.3;74768.78
8090;2018-01-18;10006159;13630;23710.47;29325.14
8091;2018-01-18;312741916;13630;50002.65;8336.9
8092;2018-01-18;15698716;13630;14164.66;63888.39
8093;2018-01-18;25929620;13630;48841.28;94007.41
8094;2018-01-18;434141714;13630;45133.22;3253.82
8095;2018-01-18;393808409;17437;11816.62;10140.45
8096;2018-01-18;15698716;13630;89633.01;30537.82
8097;2018-01-18;17436;25686468;87079.34;99702.37
8098;2018-01-18;18880783;13630;72593.08;27208.48
8099;2018-01-18;17627064;13630;74483.33;51951.42
8100;2018-01-18;10006159;13630;65381.06;68769.64
8101;2018-01-18;312741916;13630;11899.99;53855.73
8102;2018-01-18;10006159;13630;30810.5;60104.93
8103;2018-01-18;18880783;13630;14751.93;45729.79
8104;2018-01-18;434141714;13630;3383.91;30476
8105;2018-01-18;37051;13630;99660.79;91461.76
8106;2018-01-18;10006159;13630;95261.54;50134.67
8107;2018-01-18;1761691;13630;35044.97;335.54
8108;2018-01-18;37051;13630;5858.49;5086.41
8109;2018-01-18;393808409;17436;86657.31;24247.54
8110;2018-01-18;13630;17436;83506.67;88802.68
8111;2018-01-18;12048338;13630;11676.05;30869.42
8112;2018-01-18;1761691;13630;92865.84;22763.38
8113;2018-01-18;393808409;17436;246.55;76378.42
8114;2018-01-18;1761691;13630;954.51;85052.13
8115;2018-01-18;312741916;13630;32487.19;78276.23
8116;2018-01-18;409685020;13630;48238.27;30936.3
8117;2018-01-18;393059430;81940552;28624.52;54520.97
8118;2018-01-18;434141714;13630;89430.07;64754.58
8119;2018-01-18;13632;14138;54066.69;17548.57
8120;2018-01-18;1761691;13630;94364.39;48502.06
8121;2018-01-18;48182547;13630;85469.17;40394.75
8122;2018-01-19;393808409;30277;53388.48;46861.59
8123;2018-01-19;41529;13630;10475.99;95491.5
8124;2018-01-19;409685020;13630;35624.23;73736.64
8125;2018-01-19;1761691;13630;23949.91;56099.75
8126;2018-01-19;13883;17436;16011.16;86159.38
8127;2018-01-19;393808409;17436;82820.84;58246.9
8128;2018-01-19;17132;17439;91533.01;12146.54
8129;2018-01-19;1761691;13630;30234.16;31765.01
8130;2018-01-19;393808409;17436;45157.05;47239.12
8131;2018-01-19;393808409;17436;24006.02;51622.18
8132;2018-01-19;1761691;13630;61412.29;28285.3
8133;2018-01-19;13630;17436;45982.73;84691.6
8134;2018-01-19;1761691;13630;14889.24;89111.66
8135;2018-01-19;6093814;13630;17884.11;222.87
8136;2018-01-19;17436;13630;53588.48;72126.48
8137;2018-01-19;37051;13630;64642.29;36895.15
8138;2018-01-19;13630;17436;35664.27;22152.04
8139;2018-01-19;451932940;13630;26360.92;28490.07
8140;2018-01-19;1761691;13630;96500.02;24196.46
8141;2018-01-19;13630;36213979;32478.17;16965.67
8142;2018-01-19;13630;17436;71211.51;15308.03
8143;2018-01-19;13619;13631;36523.13;39771.28
8144;2018-01-19;2682057;13630;43082.84;58858.67
8145;2018-01-19;393808409;17436;86285.98;34587.12
8146;2018-01-19;311159924;13630;11993.69;78072.7
8147;2018-01-19;1761691;13630;69170.75;55776.68
8148;2018-01-19;409685020;13630;76787.37;31451.9
8149;2018-01-19;14548;13630;25086.35;68277.72
8150;2018-01-19;17436;312741916;35973.25;28360.1
8151;2018-01-19;393808409;17436;95714.37;89212.71
8152;2018-01-19;1761691;13630;45863.13;88592.2
8153;2018-01-19;18880783;13630;92994.9;51675.42
8154;2018-01-19;311159924;13630;8311.42;9181.76
8155;2018-01-19;393808409;30277;86736.97;88033.04
8156;2018-01-19;26899;17436;36343.01;62712.33
8157;2018-01-19;409685106;34157147;48730.68;16368.56
8158;2018-01-19;409685020;13630;62547.15;60529.14
8159;2018-01-19;324116366;13630;91393.46;4495.13
8160;2018-01-19;528787381;13630;87143.97;32268.7
8161;2018-01-19;15698716;13630;19278.72;26882.94
8162;2018-01-19;393808409;17436;67184.36;87054.85
8163;2018-01-19;13630;17436;55999.55;30375.84
8164;2018-01-19;393808409;17436;3578.38;89728.64
8165;2018-01-19;2718489;13630;5172.87;71637.52
8166;2018-01-19;529950099;13630;50512.14;22075.29
8167;2018-01-19;17436;13630;17702.77;42363.15
8168;2018-01-19;393808409;25686468;12788.66;25473.07
8169;2018-01-19;311159924;13630;68641.09;79522.93
8170;2018-01-19;1761691;13630;24489.79;23260.09
8171;2018-01-19;393808409;17436;27804.32;79425.85
8172;2018-01-19;409685020;13630;21571;35016.65
8173;2018-01-19;434141714;13630;50955.67;74540.85
8174;2018-01-19;10006159;13630;38601.85;60564.21
8175;2018-01-19;10006159;13630;60271.81;63931.34
8176;2018-01-19;1761691;13630;63720.6;44365.07
8177;2018-01-19;37051;13630;95160.66;3157.62
8178;2018-01-19;393808409;17436;15414.96;51713.92
8179;2018-01-19;37051;13630;19588.55;49441.51
8180;2018-01-19;1761691;13630;78320.85;98167.77
8181;2018-01-19;15698716;13630;23312.94;58823.57
8182;2018-01-19;13630;17436;31257.05;4439.74
8183;2018-01-19;17436;13630;30396.18;49131.67
8184;2018-01-19;18880783;13630;88185.39;17371.77
8185;2018-01-19;37051;13630;95891.48;87036.94
8186;2018-01-19;13632;14138;83789.24;19197.78
8187;2018-01-19;1761691;13630;83920.98;8714.97
8188;2018-01-19;409685020;13630;67285.35;70234.39
8189;2018-01-19;1761691;13630;1423.78;5786.21
8190;2018-01-19;1761691;13630;47619.06;16271.36
8191;2018-01-19;393808409;17441;94307.18;67298.98
8192;2018-01-19;393808409;17436;34093.72;333.53
8193;2018-01-19;393808409;17436;74795.14;65927.1
8194;2018-01-19;17436;17434;73789.21;37291.32
8195;2018-01-19;1761691;13630;91804.65;91109.51
8196;2018-01-19;393808409;17437;23640.83;91954.03
8197;2018-01-19;37051;13630;38346.49;55746.84
8198;2018-01-19;1761691;13630;27699.84;58200.5
8199;2018-01-19;409685020;13630;28557.51;9756.39
8200;2018-01-19;311159924;13630;52388.42;46847.16
8201;2018-01-19;1235426;17436;61577.79;22391.09
8202;2018-01-19;1761691;13630;79761.99;44192.79
8203;2018-01-19;17440;13630;72646.31;31005.95
8204;2018-01-19;37051;13630;14599.46;96584.44
8205;2018-01-19;1761691;13630;8943.83;63034.02
8206;2018-01-19;1761691;13630;67985.28;13895.73
8207;2018-01-19;1761691;13630;16740.48;12414.56
8208;2018-01-19;2639288;13630;98501.3;98108.08
8209;2018-01-19;393808409;17436;24750.67;5046.26
8210;2018-01-19;8736635;13630;41731.07;22200.83
8211;2018-01-19;10006159;13630;40241.18;11826.22
8212;2018-01-19;67304576;13630;9325.8;34237.98
8213;2018-01-19;1761691;13630;42783.78;11489.08
8214;2018-01-19;37051;13630;77398.28;12478.5
8215;2018-01-19;10006159;13630;18471.36;19673.77
8216;2018-01-19;37051;13630;17081.55;63001.57
8217;2018-01-19;1761691;13630;28177.3;27381.05
8218;2018-01-19;1761691;13630;60464.16;66953.49
8219;2018-01-19;393808409;17436;98304.93;48693.18
8220;2018-01-19;17439;17132;96917.98;83738.96
8221;2018-01-19;37051;13630;28961.12;41774.49
8222;2018-01-19;1761691;13630;51187.06;8545.14
8223;2018-01-19;1761691;13630;3524.07;22142.14
8224;2018-01-19;17436;17437;90062.11;63097.16
8225;2018-01-19;434141714;13630;60793.09;69430.9
8226;2018-01-19;13630;17436;80401.34;68798.69
8227;2018-01-19;393808409;17436;21582.61;61714.22
8228;2018-01-19;393808409;17436;81085.14;4361.57
8229;2018-01-19;11735819;13630;33880.16;57160.27
8230;2018-01-19;393808409;30277;56671.29;91117.66
8231;2018-01-19;14548;13630;50679.72;31681.01
8232;2018-01-19;34157174;13630;59586.01;37121.13
8233;2018-01-19;13630;17436;90415.07;28449.44
8234;2018-01-19;393808409;17436;80849.22;15045.41
8235;2018-01-19;18880655;13632;61107.74;95419.28
8236;2018-01-19;409685020;13630;81847.04;53711.78
8237;2018-01-19;17436;13630;46820.75;92918.12
8238;2018-01-19;34156728;34156914;30745.97;43765.24
8239;2018-01-19;18880783;13630;33968.36;99387.91
8240;2018-01-19;17436;13630;97335.14;3576.88
8241;2018-01-19;10006159;13630;80919.98;57799.62
8242;2018-01-19;17436;13630;81277.19;40053.97
8243;2018-01-19;37051;13630;81387.99;98166.68
8244;2018-01-19;1761691;13630;67363.14;62057.46
8245;2018-01-19;409685020;13630;84541.33;17135.44
8246;2018-01-19;37051;13630;58071.15;48984.65
8247;2018-01-19;2682057;13630;80374.19;56503.99
8248;2018-01-19;17436;13630;20860.09;19376.19
8249;2018-01-19;1761691;13630;70223.93;32036.28
8250;2018-01-19;311161686;13630;23590.55;64631.81
8251;2018-01-19;393808409;17436;17561.42;71909.15
8252;2018-01-19;17437;13630;16808.94;7613.84
8253;2018-01-19;393808409;1235426;62349.02;11147.31
8254;2018-01-19;13683;13630;12563.93;55550.97
8255;2018-01-19;14548;13630;61102.13;78420.27
8256;2018-01-19;393808409;17244;7938.45;14800.14
8257;2018-01-19;1761691;13630;14959.89;37948.47
8258;2018-01-19;13985;13630;31171.63;32067.72
8259;2018-01-19;409685020;13630;29847.69;26949.16
8260;2018-01-19;393059425;13907;99178.59;74956.4
8261;2018-01-19;393808409;17434;45584.88;38920.38
8262;2018-01-19;434141714;13630;64030.07;41481.93
8263;2018-01-19;10006159;13630;51923.27;2707.13
8264;2018-01-19;37051;13630;73087.97;17044.68
8265;2018-01-19;409685020;13630;24954.4;54336.52
8266;2018-01-19;1761691;13630;8397.05;51529.78
8267;2018-01-19;1761691;13630;71297.07;14144.08
8268;2018-01-19;528641685;13630;11190.72;43269
8269;2018-01-19;1761691;13630;68946.92;93841.12
8270;2018-01-19;1761691;13630;95604.94;42490.13
8271;2018-01-19;311159924;13630;76586.96;75301.59
8272;2018-01-19;393808409;17434;76857.6;99501.22
8273;2018-01-19;1761691;13630;55083.92;89242.79
8274;2018-01-19;393808409;17436;81052.37;10221.88
8275;2018-01-19;26827;34157174;83453.15;20038.68
8276;2018-01-19;14548;13630;94332.58;15808.82
8277;2018-01-19;1761691;13630;70956.65;87620.62
8278;2018-01-19;1761691;13630;6113.73;69484.69
8279;2018-01-19;393808409;17436;74616.28;89896.91
8280;2018-01-19;1761691;13630;24658.53;87303.42
8281;2018-01-19;393808409;17434;65483.83;20960.98
8282;2018-01-19;17436;13630;7080.75;32399.2
8283;2018-01-19;12048338;13630;92564.35;19129.17
8284;2018-01-19;13630;17436;58069.14;83906.82
8285;2018-01-19;312741916;13630;31789.59;26776.57
8286;2018-01-19;1761691;13630;74557.85;6434.65
8287;2018-01-19;13630;17436;2250.75;76036.19
8288;2018-01-19;8736635;13630;74457.62;668.8
8289;2018-01-19;17436;17434;28163.16;45082.44
8290;2018-01-19;311159924;13630;51703.81;35376.42
8291;2018-01-19;393808409;17436;22745.81;67420.55
8292;2018-01-19;17436;13630;32853.5;95911.05
8293;2018-01-19;393808409;17434;41957.14;14510.78
8294;2018-01-19;17436;13630;21014.47;45913.35
8295;2018-01-19;393808409;17434;4040.99;35849.25
8296;2018-01-19;8736635;13630;30572.42;34430.75
8297;2018-01-19;393808409;17436;14802.1;2685.69
8298;2018-01-19;311159924;13630;74889.33;69151.31
8299;2018-01-19;13630;17436;94430.76;34926.74
8300;2018-01-19;1761691;13630;83408.04;86873.51
8301;2018-01-19;409684688;13632;16019.36;55610.22
8302;2018-01-19;11735819;13630;16656.53;85703.89
8303;2018-01-19;168169085;13630;96074.86;68790.2
8304;2018-01-19;10006159;13630;16477.62;99119.81
8305;2018-01-19;17436;13630;32703.06;57817.54
8306;2018-01-19;17436;13630;4861.11;97362.09
8307;2018-01-19;13630;17436;57317.47;57512.03
8308;2018-01-19;1761691;13630;83214.47;7440.97
8309;2018-01-19;37051;13630;35471.77;28095.22
8310;2018-01-19;13630;17436;78312.56;96605.34
8311;2018-01-19;1761691;13630;54978.42;88641.55
8312;2018-01-19;409685020;13630;18337.57;46591.7
8313;2018-01-19;434141714;13630;29462.26;49447.18
8314;2018-01-19;393808409;17436;75585.96;96681.5
8315;2018-01-19;393808409;30277;10962.92;57865.65
8316;2018-01-19;37051;13630;87542.31;44182.52
8317;2018-01-19;1761691;13630;692.65;68360.33
8318;2018-01-19;393808409;17436;21080.31;18820.67
8319;2018-01-19;393808409;17436;36210.75;49331.11
8320;2018-01-19;528787381;13630;95030.86;74660.2
8321;2018-01-19;10006159;13630;72328.32;25875.57
8322;2018-01-19;393808409;17132;43275.44;61358.46
8323;2018-01-19;17436;13630;93361.27;13786.88
8324;2018-01-19;409685020;13630;41871.72;50273.87
8325;2018-01-19;37051;13630;30780.9;53201.89
8326;2018-01-19;393808409;17436;65756.65;49409.18
8327;2018-01-19;6093814;13630;23568.29;1745.61
8328;2018-01-19;1761691;13630;33465.2;45481.62
8329;2018-01-19;17436;13630;5057.39;92242.48
8330;2018-01-19;311159924;13630;82385.4;7037.79
8331;2018-01-19;25686468;17436;26655.85;4019.92
8332;2018-01-19;1761691;13630;43302.33;33395.71
8333;2018-01-19;393808409;17434;26177.87;25941.42
8334;2018-01-19;1761691;13630;16182.76;93528.22
8335;2018-01-19;18880783;13630;6843.14;78245.33
8336;2018-01-19;1761691;13630;82101.16;7800.09
8337;2018-01-19;393808409;17436;53970.79;21588
8338;2018-01-19;529950139;13630;57963.8;48339.69
8339;2018-01-19;8736635;13630;2428.44;60209.29
8340;2018-01-19;17132;17436;96865.57;60243.16
8341;2018-01-19;409685020;13630;2649.06;41342.61
8342;2018-01-19;312741916;13630;46090.68;34531.22
8343;2018-01-19;311159924;13630;59611.26;21007.51
8344;2018-01-19;13630;17436;89664.14;5750.05
8345;2018-01-19;8736635;13630;60602.82;3465.71
8346;2018-01-19;10006159;13630;25858.46;62866.61
8347;2018-01-19;409685020;13630;53351.04;38333.2
8348;2018-01-19;37051;13630;8055.91;98506.19
8349;2018-01-19;1761691;13630;51816.99;59458.21
8350;2018-01-19;8736635;13630;54886.68;204.41
8351;2018-01-19;393808409;17436;92032.21;23972.88
8352;2018-01-19;13630;17436;58073.96;84751.69
8353;2018-01-19;311159924;13630;74789.89;23720.45
8354;2018-01-19;13630;17436;97748.86;25996.73
8355;2018-01-19;13630;17436;61954.9;30330.77
8356;2018-01-19;409685020;13630;5724.78;7706.46
8357;2018-01-19;393808409;17436;33585.09;28476.08
8358;2018-01-19;393808409;17436;41569;86267.11
8359;2018-01-19;1761691;13630;25027.43;32966.47
8360;2018-01-19;311159924;13630;39145.76;86780.69
8361;2018-01-19;393808409;17436;29407.13;42041.22
8362;2018-01-19;434141714;13630;56394.83;60194.17
8363;2018-01-19;393808409;17436;16578.53;90157.07
8364;2018-01-19;13630;17436;6306.28;5787.78
8365;2018-01-19;1761691;13630;81046.2;12850.48
8366;2018-01-19;8736635;13630;48544.1;94460.65
8367;2018-01-19;10006159;13630;84182.17;54939.53
8368;2018-01-19;13630;17436;44994.86;77438.95
8369;2018-01-19;17436;13630;65063.06;43839.55
8370;2018-01-19;409685020;13630;60527.94;21566.16
8371;2018-01-19;393808409;17436;51338.28;95388.92
8372;2018-01-19;15698716;13630;13456.5;94187.91
8373;2018-01-19;393808409;17436;31941.79;67427.46
8374;2018-01-19;409685020;13630;49133.72;78378.47
8375;2018-01-19;1761691;13630;71299.67;47201.67
8376;2018-01-19;17436;13630;85286.88;81224.12
8377;2018-01-19;393808409;17436;1499.43;11281.51
8378;2018-01-19;409685020;13630;60398.59;8610.74
8379;2018-01-19;18880783;13630;14129.95;64380.25
8380;2018-01-19;67304576;13630;90539.48;55836.09
8381;2018-01-19;1761691;13630;36570.93;46292.97
8382;2018-01-19;37051;13630;20457.37;46137.07
8383;2018-01-19;1761691;13630;85270.3;50719.64
8384;2018-01-19;37051;13630;85145.4;98648.15
8385;2018-01-19;393808409;17436;72315.62;2096.95
8386;2018-01-19;41413657;13630;7833.27;76365.71
8387;2018-01-19;393808409;17436;28355.39;52602.26
8388;2018-01-19;10006159;13630;80968.6;61348.92
8389;2018-01-19;311159924;13630;9468.69;5528.55
8390;2018-01-19;393808409;17436;38572.64;87878.2
8391;2018-01-19;311159924;13630;37358.74;91593.17
8392;2018-01-19;409685020;13630;87011.91;82545.63
8393;2018-01-19;393808409;17436;24131.99;8942.69
8394;2018-01-19;393808409;17244;3071.39;98312.13
8395;2018-01-19;393808409;17436;19319.78;35534.33
8396;2018-01-19;1761691;13630;33275.04;1633.99
8397;2018-01-19;393808409;17436;90132.51;80985.31
8398;2018-01-19;393808409;17436;67703.23;36608.59
8399;2018-01-19;37051;13630;46108.56;98601.91
8400;2018-01-19;1648686;13630;92836.06;4257.41
8401;2018-01-19;393059427;14043;69524.41;56966.99
8402;2018-01-19;393808409;17436;54744.18;99655.06
8403;2018-01-19;393808409;17436;99803.93;66255.48
8404;2018-01-19;529950199;13631;42573.04;10968.11
8405;2018-01-19;73311876;13630;16810.06;98971.23
8406;2018-01-19;10006159;13630;96488.94;51488.69
8407;2018-01-19;409685020;13630;55973.41;77551.38
8408;2018-01-19;17436;13630;38381.72;60702.92
8409;2018-01-19;409685020;13630;55235.66;23528.76
8410;2018-01-19;17436;13630;44449.2;4590.08
8411;2018-01-19;393808409;17436;86253.97;18420.44
8412;2018-01-19;13630;17436;282.14;62448.13
8413;2018-01-19;1761691;13630;83082.26;75536.5
8414;2018-01-19;17436;13630;12974.3;74463.95
8415;2018-01-19;434141714;13630;51204.17;73804.65
8416;2018-01-19;1761691;13630;65606.33;78993.09
8417;2018-01-19;1761691;13630;62495.54;93316.82
8418;2018-01-19;37051;13630;87533.26;37162.66
8419;2018-01-19;311161686;13630;57848.64;29584.95
8420;2018-01-19;2031359;13630;93513.75;40942.05
8421;2018-01-19;1761691;13630;7913.92;99560.32
8422;2018-01-19;15698716;13630;49800.82;75293.19
8423;2018-01-19;1761691;13630;13085.72;71656.76
8424;2018-01-19;409685020;13630;62336.91;45368.17
8425;2018-01-19;1761691;13630;4514.07;12152.43
8426;2018-01-19;311159924;13630;41198.67;32362.53
8427;2018-01-19;311159924;13630;17022.35;93118.19
8428;2018-01-19;393808409;17436;66705.55;52606.67
8429;2018-01-19;15698716;13630;32503.49;67718.48
8430;2018-01-19;34156914;34156728;74119.02;51008.1
8431;2018-01-19;529961864;17439;40060.13;8179.37
8432;2018-01-19;30277;13630;89961.21;79305.59
8433;2018-01-19;67304576;13630;92288.05;84022.2
8434;2018-01-19;259925570;13630;88651.35;13822.06
8435;2018-01-19;8736635;13630;7136.33;31895.47
8436;2018-01-19;37051;13630;1644.97;63149.57
8437;2018-01-19;1761691;13630;23089.08;94250.02
8438;2018-01-19;409685020;13630;79883.28;99339.69
8439;2018-01-19;393808409;17436;90077.2;62619.05
8440;2018-01-19;13630;17436;7816.3;87596.33
8441;2018-01-19;393808409;36213979;87688.93;54172.97
8442;2018-01-19;13683;13630;6826.48;68226.52
8443;2018-01-19;13630;30277;66922.85;32311.88
8444;2018-01-19;1761691;13630;31599.76;94999.03
8445;2018-01-19;1761691;13630;61035.3;61652.28
8446;2018-01-19;17436;17434;88170.76;97908.77
8447;2018-01-19;6093814;13630;37764.32;83474.95
8448;2018-01-19;393808409;17436;20247.64;201.96
8449;2018-01-19;18880783;13630;83582.52;38452.18
8450;2018-01-19;17436;13630;89115.25;20222.05
8451;2018-01-19;409685020;13630;3552.23;63981.88
8452;2018-01-19;17436;17437;8517.74;27603.15
8453;2018-01-19;1761691;13630;6402.45;21081.95
8454;2018-01-19;37051;13985;31702.22;7099.55
8455;2018-01-19;434141714;13630;55737.25;74521.85
8456;2018-01-19;1761691;13630;40203;20192.42
8457;2018-01-19;13630;17436;21891.45;80945.5
8458;2018-01-19;1761691;13630;19234.61;6982.97
8459;2018-01-19;37051;13630;40491.25;21560.97
8460;2018-01-19;393808409;17436;74304.62;53323.34
8461;2018-01-19;6093814;13630;45674.47;76822.11
8462;2018-01-19;17436;13630;11730.83;44900.65
8463;2018-01-19;409685020;13630;15370.42;21892.61
8464;2018-01-19;1761691;13630;63351.54;6671.6
8465;2018-01-19;37051;13630;32702.2;68998.53
8466;2018-01-19;1761691;13630;19561.74;93629.43
8467;2018-01-19;17440;17436;26600.94;16334.04
8468;2018-01-19;13630;17436;15199.48;94091.38
8469;2018-01-19;393808409;17440;75254.92;38528.71
8470;2018-01-19;6093814;13630;75326.07;22660.1
8471;2018-01-19;17436;13630;6833.72;71802.76
8472;2018-01-19;434141714;13630;15191.44;82926.75
8473;2018-01-19;311161686;13630;42597.78;7405.37
8474;2018-01-19;1761691;13630;4891.75;78255.57
8475;2018-01-19;18880783;13630;5035.93;94552.26
8476;2018-01-19;17434;17436;53525.31;29256.99
8477;2018-01-19;1761691;13630;15274.29;846.07
8478;2018-01-19;393808409;312741916;65122.71;18922.65
8479;2018-01-19;393808409;312741916;85874.49;71869.28
8480;2018-01-19;1761691;13630;34274.75;39104.65
8481;2018-01-19;2682057;13630;90080.47;51263.97
8482;2018-01-19;17436;13630;728.99;82338.19
8483;2018-01-19;13630;17436;90855.89;55402.49
8484;2018-01-19;1761691;13630;14283.79;97146.37
8485;2018-01-19;37051;13630;19474.21;94560.68
8486;2018-01-19;10006159;13630;29643.07;47324.97
8487;2018-01-19;17436;13630;93363.74;89496.06
8488;2018-01-19;10006159;13630;36250.09;88272.25
8489;2018-01-19;1761691;13630;84227.49;16622.57
8490;2018-01-19;1761691;13630;23156.22;20406.35
8491;2018-01-19;393808409;17436;16444.87;16876.85
8492;2018-01-19;10006159;13630;35928.59;47976.48
8493;2018-01-19;393808409;17436;69844.6;84684.45
8494;2018-01-19;393808409;17436;12552.09;12475.43
8495;2018-01-19;393808409;17436;88203.32;49474.23
8496;2018-01-19;37051;13630;33196.02;65335.4
8497;2018-01-19;311159924;13630;89792.67;76055.06
8498;2018-01-19;393808409;17436;4998.28;97689.61
8499;2018-01-19;409685020;13630;27205.25;29475.23
8500;2018-01-19;393808409;312741916;80073.11;62071.98
8501;2018-01-19;393808409;312741916;1966.06;34534.82
8502;2018-01-19;311161686;13630;25580.53;98399.66
8503;2018-01-19;17627064;13985;84048.32;89775.4
8504;2018-01-19;10006159;13630;17529.24;99501.77
8505;2018-01-19;2682057;13630;17468.65;88278.93
8506;2018-01-19;393808409;17436;39329;2319.36
8507;2018-01-19;1761691;13630;88746.12;70203.34
8508;2018-01-19;37051;13630;87081.13;59925.08
8509;2018-01-19;10006159;13630;35948.41;13281.07
8510;2018-01-19;1761691;13630;94813.62;79059.21
8511;2018-01-19;17436;13630;4876.72;47479.82
8512;2018-01-19;6093814;13630;62481.76;9266.88
8513;2018-01-19;393808409;17436;70615.74;34641.35
8514;2018-01-19;393808409;17436;45014.58;20568.99
8515;2018-01-19;1761691;13630;18971.3;16323.2
8516;2018-01-19;2682057;13630;50344.24;86193.54
8517;2018-01-19;49944227;13630;51157.39;48736.75
8518;2018-01-19;311159924;13630;18806.01;493.19
8519;2018-01-19;10006159;13630;6652.25;53457.83
8520;2018-01-19;37051;13630;47478.26;87313.25
8521;2018-01-19;393808409;17436;72963.37;51881.09
8522;2018-01-19;13683;13630;14794.8;76949.44
8523;2018-01-19;37051;13630;19677.57;20277.15
8524;2018-01-19;8736635;13630;25260.47;25741.09
8525;2018-01-19;393808409;17436;89336.13;99811.9
8526;2018-01-19;17132;13630;76748.82;32081.97
8527;2018-01-19;393808409;17436;76955.05;42554.88
8528;2018-01-19;409685020;13630;71338.86;72581.8
8529;2018-01-19;393808409;17436;69176.17;70595.11
8530;2018-01-19;1761691;13630;18968.65;3019.61
8531;2018-01-19;393808409;17436;6098.6;67873.48
8532;2018-01-19;312741916;13630;85695.31;68626.04
8533;2018-01-19;26899;13630;37015.68;58135.02
8534;2018-01-19;393808409;17436;2812.55;95398.37
8535;2018-01-19;311161686;13630;23661.17;34559.39
8536;2018-01-19;312741916;13630;47238.32;8911.79
8537;2018-01-19;409685020;13630;65162.16;9608.42
8538;2018-01-19;37051;13630;56008.65;24554.29
8539;2018-01-19;37051;13630;67756.97;87742.23
8540;2018-01-19;393059424;13906;35007.96;59951.87
8541;2018-01-19;8736635;13630;34453.26;21763.4
8542;2018-01-19;311161686;13630;52650.96;95926.35
8543;2018-01-19;15035;13630;58878.08;21683.1
8544;2018-01-19;37051;13630;58775.34;20333.56
8545;2018-01-19;311159924;13630;19331.87;37774.66
8546;2018-01-19;1761691;13630;3512.8;12750.85
8547;2018-01-19;393808409;17436;21331.31;33173.57
8548;2018-01-19;37051;13630;55939.28;9979.05
8549;2018-01-19;393806608;17436;10016.11;17607.35
8550;2018-01-19;311161686;13630;72347.81;43338.74
8551;2018-01-19;17436;13630;54836.54;72498.79
8552;2018-01-19;37051;13630;34652.87;54498.29
8553;2018-01-19;420732631;34157147;9420.32;32757.46
8554;2018-01-19;529962135;13632;56636.26;44712.02
8555;2018-01-19;409685020;13630;30297.11;6346.82
8556;2018-01-19;37051;13630;32533.67;3629.43
8557;2018-01-19;1789424;13630;92358.51;71619.6
8558;2018-01-19;18880783;13630;98945.96;64976.69
8559;2018-01-19;13630;17436;89556.58;44470.65
